GENE,ENVISION
SLC6A7,0.742119
PPP2R3A,0.983665
USP7,0.947982
CYP4F8,0.948353
ABAT,0.616683
USP28,0.844341
NTRK3,0.869813
MINK1,1.064150
ASPG,0.824232
CDKL4,0.806888
OLAH,0.845984
DGAT2,0.817740
MAP3K4,0.966411
PDE10A,0.719785
EHHADH,0.851414
PLCH1,0.918679
TTN,0.863380
SLC47A2,0.900173
HAS2,0.732616
REG3A,1.002850
PLCB2,0.769878
PLCB4,0.834732
TICRR,0.983011
MARK4,0.877901
MERTK,0.875002
IP6K3,0.904438
RNF20,0.923740
ALK,0.757201
INPP5D,0.916516
ADCY1,0.632881
TPTE2,0.944087
DHODH,0.977312
RBBP6,0.827525
CAMKK2,1.004910
FUT5,0.832612
HECW2,0.829555
RNF128,0.855252
PTPRK,0.752854
ABCC2,0.968175
