GENE,ENVISION
PARP12,0.978681
PPP2R3A,0.956698
UGT2A1,0.983103
NOX5,0.862392
DYRK4,1.005110
MARCH2,0.918876
AWAT2,0.969886
NDST4,0.600424
LOXL2,0.857157
PHEX,1.011510
GCNT1,0.851697
SLC9A2,0.897698
GRK7,0.860279
CMPK2,0.776563
CYP4F11,1.012260
CPA6,1.011120
SDR42E1,0.832511
TTN,0.322803
DGKB,0.847983
ASRGL1,0.800774
HUWE1,0.854366
MYLK2,0.991006
MGAT2,0.909521
PPM1K,0.988989
PAPD4,0.851873
HEPH,0.988110
USP33,0.972566
ACMSD,0.746206
GPHN,0.892375
LRP2,0.849640
CYP24A1,0.865998
ST8SIA4,0.937632
CEPT1,0.852901
MYLK,0.809231
CAMKK1,0.948039
MGAT4C,0.874758
RNF128,0.841723
