GENE,ENVISION
FLVCR1,0.861004
RALBP1,0.789745
CDO1,0.966292
CHSY1,0.855772
HIPK3,0.998711
P4HA3,0.782316
TNIK,0.900102
GPLD1,0.813133
B3GNT5,1.013690
GCNT1,0.741767
SLC9A2,0.863197
OLAH,0.941189
PDE3A,0.753691
SLC36A1,0.892681
PPIAL4A,0.768623
TTN,0.765471
SETDB1,0.805357
GBE1,0.981355
KMT2B,0.771658
ART4,1.027950
UXS1,0.644825
WNK3,0.804079
SSH2,0.867300
UBR3,1.020680
RNF19B,0.765266
LARS,0.913343
TBL1XR1,1.001630
ACAD9,0.714821
SLC17A6,0.807362
GLYAT,0.750069
FUT2,1.010700
USP30,0.772391
UBE2U,1.006130
