GENE,ENVISION
ACVR1C,0.654162
AMPD3,0.910335
LDHAL6B,0.948526
CTDP1,0.861296
MARCH1,0.860577
ME3,0.922375
DUSP27,0.848254
SHPK,0.960702
ASAH2,0.916622
DPYD,0.992087
TTN,0.479267
TRPM6,0.824052
SIN3A,0.860577
DNMT3B,1.019610
PLCB1,0.984435
FMO1,0.812178
TRHDE,0.910328
SLC24A3,0.868111
ACSM2B,0.713548
PIGO,0.710695
WNK4,1.011610
SLC26A6,0.773424
SLC15A3,0.933347
PDE10A,0.764378
PARP14,0.899441
MLK4,0.935425
GDA,0.891742
ELOVL4,0.826876
ATP1A4,0.942810
ABCC8,0.977067
STK36,0.849199
HS6ST3,0.843373
NEU4,0.839969
PPIL4,0.813133
PXDN,0.769878
