GENE,ENVISION
AOX1,0.903097
PTDSS2,0.858410
PPP2R3A,0.978593
PRKAA1,0.868152
PRKDC,0.766096
DCTPP1,1.042570
ASPG,0.963588
EPHA10,0.856485
HKDC1,0.798241
ACSM3,0.954550
INPP4A,0.879261
GALNTL5,0.990312
UBE2Z,0.901934
TTN,0.981091
NLN,0.873271
ICK,0.975589
DUOX2,0.970343
KMT2E,0.945947
PLCL2,0.785608
PRKCE,0.975727
CDC42BPA,0.774362
FPGS,0.959731
SLC26A7,0.868115
IP6K3,0.776438
ENPP2,0.617218
TLK2,0.925687
POMGNT1,0.924777
MAP3K10,1.007890
SLC22A6,0.843776
SLC22A7,0.983116
CYLD,0.981923
PNPO,0.879667
DUSP19,0.979489
ITPK1,0.913110
