GENE,ENVISION
MYO3A,0.977153
HECTD1,0.869045
ACVR1,0.768828
PNPT1,0.908354
UPRT,0.982011
NOX1,0.912280
MOCS1,0.867762
PLIN4,0.893960
FUK,0.990437
SAP130,0.975834
MOK,0.868529
PNLIPRP3,1.014260
SMG1,0.875026
SLC10A6,0.938461
SLC27A1,0.829423
USP42,0.778494
TIAM2,0.976748
TUT1,0.988050
ABCC11,0.897154
UGGT2,1.016380
EXT1,0.953257
PEAK1,0.860228
PLCL1,0.782936
USP16,0.721739
PRKCQ,1.008950
SLC26A9,1.013800
ABHD6,0.828723
SRPK3,0.859881
UBR4,0.787101
TNK2,0.792464
LRP1,0.781459
POLR1B,0.868848
CDC14A,0.928990
CYP27A1,0.872973
PTPRO,0.767223
COQ6,1.010320
NPC1L1,0.796535
