GENE,ENVISION
HECTD3,1.005000
GRHPR,0.953721
TUSC3,0.924815
GNPDA2,0.782168
BIRC6,0.978593
ATM,0.821748
PIGB,0.791449
PRKDC,0.743031
TNIK,0.864948
FABP5,0.921826
PPAPDC1A,0.869045
CWC27,0.780598
POLM,1.053770
SHPRH,0.982025
SLC25A15,1.017350
B3GNT4,0.976586
SSH2,0.809974
UHRF2,0.932545
LRRK1,0.996189
PPP1R3A,1.000310
PDE1B,0.934744
PPT2,0.865531
CYP46A1,0.892281
CDK16,1.057480
MAP3K4,0.977068
NEK9,0.924555
ABCB6,0.914722
ACY3,0.971630
DGKD,0.864038
GBGT1,0.734805
SIRT7,0.762927
ENPP7,0.841692
PIGL,0.913971
SORD,0.563525
MAST1,0.733497
FPGS,0.905502
AGMAT,0.852548
USP31,0.923283
SETD2,0.928632
IP6K1,0.916929
LMTK2,0.847463
PTPRU,0.912761
ALK,0.763551
GALNT11,0.977625
GSTM4,0.825328
POLR1B,0.774239
MLK4,0.981929
CYP27A1,1.016670
HECW1,0.864878
SPEG,0.908840
