GENE,ENVISION
AOX1,0.919226
LDHAL6A,0.948438
PGAM5,0.828447
CHIA,0.783376
NCOA2,0.788477
DPYD,0.725294
PTPRH,0.867406
GK2,0.869490
HS3ST3A1,0.550335
NEK8,1.015660
MARK4,0.958050
CDC42BPG,0.818842
TTN,0.570248
NLN,0.902624
SH3RF1,0.779754
WNK2,0.932409
NARS2,0.928369
PIGO,0.854951
FUT9,0.769239
CHSY1,0.753821
ADCY1,0.897244
ALK,1.012730
ABCG8,0.959423
SLC17A6,1.059300
PARP15,0.916109
ABCA4,0.840732
PDZD4,0.946363
HECW1,0.962637
GLT6D1,0.876387
CHST14,0.949365
SLC22A8,0.992071
PAK1,0.878983
ABCC2,0.978512
PLD1,1.013150
