GENE,ENVISION
MYO3A,0.914419
HECTD1,0.971874
ATM,0.979761
PRKDC,0.956698
TNIK,0.766904
UGT1A8,1.047020
TOPORS,0.933971
ALG1L,0.917356
RGL1,0.794686
ACAT2,0.807328
PLCH1,0.763674
TTN,0.786347
TRPM6,0.924227
UBR4,0.796912
LPPR3,0.909490
HAS2,1.019670
CDC42BPA,0.797401
GGTLC1,0.775970
PLCB3,0.915360
TICRR,0.865866
AUH,0.843897
HELZ2,0.977625
UBR3,0.868434
SETD5,0.868018
ROR1,0.920735
RNF19A,0.897052
LRP2,0.916849
SDSL,0.863579
GPT2,0.872056
ABCG8,0.737734
MKRN3,0.978725
SLC4A7,0.851697
PHKG1,0.983509
HS6ST3,0.825302
PLCE1,0.807588
