GENE,ENVISION
CAMK1D,0.860413
BIRC6,0.788619
SLC32A1,0.793669
ATM,0.806580
USP4,0.874291
MAN1B1,0.888931
POLM,0.911513
BCO1,0.997900
NEK7,0.761650
LPIN2,1.005570
HKDC1,0.917243
NDST4,0.930497
SUV420H1,0.758673
SLC12A4,0.956698
TTN,0.640153
LDHD,0.908234
TRPM6,0.931696
TXNRD1,0.996745
ASH1L,0.923099
SH3RF1,0.868901
MYLK3,0.810566
CHST9,1.001680
SLC26A6,0.929994
SLK,0.848251
EP300,0.780754
ASRGL1,0.844339
TESK2,0.780794
UBR4,0.918203
NME7,0.901065
HACD4,0.940607
ADCY2,0.881500
RNF182,0.904568
STK31,0.867151
GUCY1B3,0.990734
PTPRK,0.766044
PRKD2,0.924333
