GENE,ENVISION
PCK2,0.919823
KARS,0.766622
TSSK1B,0.978452
ILK,0.953272
SLC27A5,0.847274
SLCO1B3,1.042180
ACSBG2,1.015950
TRIB3,0.942525
APOA5,0.829287
CYP4F3,0.953117
DUSP27,0.885805
PLCB4,0.862469
LGSN,1.017580
NEK1,0.845109
TKTL2,0.996611
NDST4,0.833106
SDR9C7,0.910089
SLC5A11,0.944868
TTN,0.730345
TNS2,0.961640
KMT2B,0.880556
MTMR14,0.903590
SH3RF2,0.831328
TRHDE,0.967608
SLC15A2,0.930260
UBR1,1.007080
ACMSD,0.914878
USP37,0.840720
ITK,0.635711
SLC17A4,0.801485
PTPRO,0.921607
SPEG,0.972073
MINPP1,0.920957
