GENE,ENVISION
SLC6A3,0.840465
SPHK2,0.861286
COLGALT1,0.965802
UBE2J2,0.848137
AMPD2,0.925186
PLCE1,0.982020
DYRK4,0.777057
GAL3ST1,0.862196
LARS2,0.931895
SLC9A5,0.860050
USP45,0.861035
CERCAM,0.939547
SLC12A7,0.975439
CDC42BPG,0.631446
SLC6A13,0.755644
NANP,0.753936
TNKS2,0.901001
DAGLA,0.793489
B3GALT5,0.799030
KMT2A,0.819676
DNMT3A,0.872419
MAN2C1,0.992126
TRAF7,0.887726
XYLT2,1.012260
TIPARP,0.983696
TMX3,0.912235
GALNT3,0.890232
LMTK3,0.912098
DZIP3,0.777772
GALK2,0.787373
HS3ST3B1,0.795488
NEU4,0.777241
