GENE,ENVISION
TRIM11,0.786086
PPP2R3B,0.870217
BIRC6,0.861909
USP4,0.786679
CHSY3,0.782187
RBKS,0.769878
USP24,0.769009
MAPKAPK3,0.844930
GAD1,0.923914
GAD2,0.813538
CERS6,0.900487
QPRT,0.906785
PANK2,1.025460
LGSN,0.987657
B3GNTL1,0.753218
ACSS3,0.813586
TTN,0.869306
TRMT1,0.843437
DGKB,0.879896
GMPR2,0.994126
UGGT2,0.756769
PARP9,0.738464
ENPP6,0.822295
ATP8A1,0.876316
PPIG,0.849485
STK3,0.969908
SSH2,0.851697
ADSSL1,0.852293
GALNT7,0.839759
UBE2S,0.876540
L2HGDH,0.956547
TNK1,0.900561
LRP1,0.749228
ACAD9,0.930623
ACOX1,1.012720
EIF2AK4,0.856204
STK31,0.920476
ABCA3,0.976570
NSD1,0.806261
KAT6A,0.868142
RNF216,0.930525
PRKD1,1.014850
B3GNT8,1.015510
