GENE,ENVISION
MARCH10,0.960668
PECR,0.955292
HS3ST5,0.827139
PRKDC,0.809843
ATR,0.934026
USP21,0.907967
TOPORS,0.853015
CERS3,0.848219
SLC12A5,0.836817
C1GALT1,0.878119
MGAT5B,0.765266
TTN,0.860263
PJA1,0.970706
ZCCHC6,0.776126
PTPRN2,0.909841
PUS1,0.996249
CANT1,0.870270
PIKFYVE,0.933926
RPUSD4,0.952069
GALNT8,0.894120
MIA3,0.924941
GALM,0.941633
SLC25A11,1.003180
ALG5,0.843373
RNF19A,0.864164
HERC1,0.844931
LRP1,0.751253
PIP5K1A,0.691831
PTPN14,0.809669
STK36,0.954346
NSD1,0.841201
PTPRN,0.844341
UBE2U,0.843292
PTPN11,0.833918
PRKD2,0.977937
