GENE,ENVISION
MYO3B,0.791852
NSDHL,1.021750
PARS2,0.915760
HUWE1,0.929052
EIF2AK4,0.810775
DYRK2,1.042380
USP20,0.860577
EHMT1,0.991661
PPM1E,0.937530
SLC9A7,0.835084
PCYOX1,0.938603
TIAM2,0.916516
NEK8,0.953112
DGKH,0.839563
PLCH1,0.825726
TTN,0.810154
CDC42BPB,0.772477
DUSP12,0.820762
DPM3,0.952278
ZC3HAV1,0.994748
LRSAM1,0.966640
DOT1L,1.006950
HERC1,1.002120
PADI6,0.982399
ATP2B2,0.862469
THTPA,0.954216
PLA2G4F,0.956698
BDH1,0.827147
LRP1,0.918849
ABCG8,0.997007
PFKFB4,0.899240
ATP6V0A1,0.943353
HS6ST2,0.896145
PTPRK,0.861416
