GENE,ENVISION
COLGALT1,0.992538
USP29,0.843000
UHRF1,0.856768
LCLAT1,0.944385
PLK3,0.910993
G6PC3,0.920628
DYRK4,0.936137
ME3,0.843373
DUSP27,0.802313
LOXL2,0.773352
EHMT2,0.923956
GRHL1,0.825523
RGL1,0.959845
NEK9,0.946447
TTN,0.977717
ZSWIM2,0.978253
BIRC6,0.890042
DUSP7,0.816245
ABCD2,0.878612
LIPE,0.884140
ERBB4,0.663645
POLR3GL,0.956279
TLK2,0.855073
DUSP19,0.959798
USP32,0.860577
DUSP16,0.828723
MTAP,0.813133
GBA2,0.717808
SUV420H2,0.882243
ABCG2,1.026430
LMTK3,0.910386
NLK,0.862469
DDR1,0.790415
MYLK,0.856204
SLC22A4,0.967405
CDKN3,0.764570
CREBBP,0.846209
ULK4,0.986884
NSD1,0.919915
SMARCD3,0.988951
RNF2,0.925277
PAK2,1.012660
