GENE,ENVISION
AMPD3,0.986946
POLG2,0.918749
UGT2A3,0.796554
KAT2A,0.792562
PRKDC,0.778211
USP9X,0.823292
MAPK11,0.880929
MAPK7,0.892939
CHKB,0.909286
NEK7,0.905704
USP49,0.761051
LPCAT4,0.695988
WHSC1L1,0.851390
PPP2R3B,0.861329
TIAM2,0.957832
PLCH1,0.910723
CDC42BPA,0.800533
PNPLA8,0.965653
PTS,0.885762
TTN,0.907879
SLC38A4,0.918136
PIGC,0.770548
WNK3,0.830140
UAP1,0.978515
RNF41,0.714572
HERC3,0.813133
TGS1,0.990903
LPIN2,0.821222
HGD,0.851687
PHEX,0.856433
ALG14,0.822295
SUV420H2,0.891762
PLD1,1.013750
PLD6,0.867698
ALK,0.892578
ADCY2,0.959457
CSNK1G1,0.802117
MAP3K14,0.855681
ABCA3,0.980277
CDK6,0.748193
