GENE,ENVISION
SLC4A10,0.844511
TSSK1B,0.973946
HECTD1,0.967420
B4GALNT1,1.016150
SLC32A1,0.948317
PRKAG2,0.961216
NOX3,0.983597
UST,0.906230
DCTPP1,0.786086
ATP11A,0.973474
CWC27,0.597172
USP21,0.865085
HS3ST2,0.819462
LRRK1,0.972897
SETD5,0.778823
MARK4,0.804556
VARS2,0.785876
TTN,0.803902
GDE1,0.943681
DGKB,0.827480
CPT1C,0.863588
ATM,0.933656
ACACA,0.886505
SLC24A4,0.888987
PLCL2,0.843383
NUDT5,0.566358
MAN2A1,0.861186
STAMBPL1,0.866461
CES3,0.981362
GUK1,0.763035
MANSC1,0.863769
HELZ2,0.792901
PADI6,0.975988
EHHADH,0.987412
UBR4,0.996942
LARS,0.977222
LRP1,0.903266
SCARF2,0.948940
RPS6KA6,0.586702
PIPOX,0.786164
PFKFB4,0.945845
PDZD4,0.993835
FGGY,0.861416
POMT1,1.000370
LPPR3,0.836561
PXDN,0.719288
