GENE,ENVISION
HS3ST4,0.923443
TUSC3,0.871027
AMPD3,0.695898
PRKAG2,0.999339
PRPF4B,0.860622
CHSY3,0.790414
SIRT2,0.848805
SFXN3,0.857157
MOXD1,0.864043
MAPKAPK3,0.768623
SLC9A4,0.920538
CERS4,0.921842
SCARF2,1.016100
SLC25A13,0.965589
RHBG,0.980246
WARS2,0.955717
CAMK4,0.585922
CHPT1,0.786614
TTN,0.888806
GPHN,0.869045
CYP39A1,0.976320
ITPK1,0.570601
PANK1,0.893337
GUCY2D,1.008460
CYP4Z1,0.980502
ERBB4,0.700456
SLC13A2,0.807248
PTGR1,0.750000
PADI3,0.855814
UBR1,0.987617
ROR2,1.004670
TAOK3,0.935913
SLC41A1,0.827264
PLD1,0.975660
RPS6KA6,0.580202
ST8SIA4,0.871083
EIF2AK4,0.993625
PLCB1,0.964878
MYBBP1A,0.825784
PTPRO,0.992169
AATK,0.963638
KAT6A,0.849701
FUT8,0.748317
