GENE,ENVISION
PRKDC,0.774626
LPPR3,0.849554
SLC29A3,0.987664
WHSC1L1,0.938461
POLK,0.898100
USP20,0.843770
STK4,0.585945
MAP3K9,0.884428
CMPK2,0.865101
ACSM5,0.864396
FUT5,0.995922
MARS2,0.879047
SLC5A12,0.919334
ECH1,0.919111
SIAE,0.776126
PNPLA7,0.773907
MARK1,0.822766
PARP6,0.846134
TTN,0.699620
KMT2C,0.788598
SAE1,0.741485
SLCO3A1,0.754599
LIPE,0.981776
TRHDE,0.819134
PIKFYVE,0.916393
PKN3,0.918528
NDUFA9,0.956936
NOX5,1.015290
SMARCD3,0.876316
TMX3,0.816021
HEPH,0.976804
SBK1,0.901215
SUV420H1,0.779802
RPS6KA2,0.941854
ADCY1,1.015950
INPP5F,0.923350
GLT8D2,0.982121
MAP3K12,0.996896
CDK5,0.679644
GFPT1,0.880584
RNF217,0.973833
POMT2,1.024460
PAK2,0.967981
