GENE,ENVISION
COLGALT2,0.918007
SLC38A5,0.923466
HSD17B11,0.593098
ATP1B4,0.918598
TRIM33,0.813133
PNPT1,0.921607
SLC2A14,0.910491
SLC7A3,0.991471
G6PC2,0.865250
NOX3,0.849898
FKBP3,0.981070
SLC30A7,0.852842
PARP4,0.814043
USP21,0.945607
PDE1C,0.830708
MTR,0.546731
PJA1,0.984669
ZNF645,0.876983
PIP5KL1,0.844019
KMT2C,0.898914
KMT2B,0.741248
WNK2,0.992071
PARP6,0.970551
PRKCD,0.831247
PASK,0.979366
HERC3,0.749661
PLA2G2E,0.657667
ATP2B2,0.825700
USP34,0.864444
TESK2,0.722585
SLC17A4,0.943162
FARSA,0.855083
MAP3K15,0.924945
MUL1,0.985135
PXDN,0.856592
