GENE,ENVISION
USP17L2,0.851975
ANGPTL4,0.983305
KMT2B,0.941730
MARCH2,0.818831
SLC1A5,0.846101
HSPG2,0.830095
BRSK1,0.905126
SLC7A11,0.753821
CYP4F8,0.813381
SLCO1B3,0.862465
SLC29A4,0.935980
ATR,0.747787
SSU72,0.854455
PLA2G3,1.060280
DGKH,0.738940
SLC5A8,0.958308
GUCY2D,0.979492
EIF2AK3,0.983005
LMTK2,0.879414
ADI1,0.719288
OGDH,0.802521
HAO1,0.977717
PLCB4,0.769009
GRHL1,0.764378
LPIN1,0.788149
USP44,0.701808
PDE3A,0.940598
TIAM2,0.951216
CHST6,0.837899
GUCY1A3,0.768623
PLCH1,0.907000
MAPK6,0.973740
TTN,0.515325
TECRL,1.019180
DUSP5,0.830583
ABCD2,0.839760
AQP10,0.931650
SPTLC3,0.752854
GPCPD1,0.910214
KMT2C,0.978346
PUS1,0.755093
KMT2A,0.753936
DUOX2,0.954594
SH3RF2,0.843373
SLC14A2,0.769387
SLC14A1,0.990297
SLC10A2,0.932369
MIOX,0.777872
PLCL2,0.867423
SLCO2A1,1.007340
XYLT1,1.019370
HERC1,0.834039
TUT1,0.840555
QPRT,0.758762
LRP1,0.773878
SULT4A1,0.880851
MERTK,0.856737
MYO5B,0.732847
DUSP15,0.982968
GALM,0.935666
HGD,0.762071
MCCC1,0.908853
ADCY1,0.685837
NME7,0.769878
PTPRS,0.952793
GALNT13,0.844426
LGMN,0.862589
UGGT2,1.003030
PIP5K1A,0.766123
SLC17A7,1.062810
SLC7A10,0.863404
MYLK,0.864744
SLC22A4,0.842137
STK31,0.998143
RHAG,0.610236
SLC22A7,0.842431
FKBP3,0.810780
SLC18A2,0.978612
MAP3K11,0.948609
SLC22A8,0.937275
SNRK,0.846912
DYRK4,0.911518
