GENE,ENVISION
RFWD3,0.805917
PTK7,0.929264
B4GALNT3,0.944420
SLC7A6,0.766082
CLYBL,0.982277
UGT3A1,1.087190
USP4,0.925049
SLCO1B1,1.010290
GPLD1,0.912968
SLC29A3,1.016770
HCST,0.883924
TRIB3,0.848330
GAD1,0.909794
UGP2,0.905516
CERS6,0.823697
NSDHL,1.023310
CHIT1,0.539842
MAP3K4,0.882799
SLC6A18,0.955190
SETDB1,0.919523
IRAK4,0.939371
PIP4K2B,0.883917
SLC14A2,0.767475
NARS2,0.935348
SLC24A2,0.869306
GMPPB,0.727621
CLCF1,1.016730
UBA3,0.871160
SLC26A9,0.800021
NT5DC3,0.909860
PTPN13,0.976612
DDR1,0.930137
MST1R,0.734806
EIF2AK1,0.794710
CDK3,1.013250
