GENE,ENVISION
SLC6A3,0.895741
SGK223,0.986766
B4GALNT3,0.780225
DUOX1,0.819921
PRDX1,0.921596
FKBP5,0.803072
HIPK1,0.873283
MIOX,0.843373
SLC25A19,0.789410
IKBKE,0.803381
CYP3A43,0.715472
PPM1E,0.860991
USP48,0.851668
ACSM1,0.957684
SLC34A1,0.859694
AMDHD1,0.860788
PLCH1,0.971350
SLC12A1,0.962541
MARK1,0.894404
DGKB,0.869185
TTN,0.689695
ASH1L,0.786853
DPYSL2,0.926173
CYP4Z1,0.962601
TRHDE,0.977218
CYP2A13,0.729389
PKN3,1.084840
PLCL2,0.876962
ACSM2B,0.841676
EARS2,0.887268
SLC43A2,0.871005
PLA2G4D,0.969739
GSTO2,0.786853
LIPG,1.026770
UBE4A,0.964656
LRP1,0.754599
CHD9,0.857597
ETNPPL,0.731908
MDH1B,0.789187
FUT5,0.920454
FGGY,0.753821
NEU4,0.773502
SPEG,0.979792
