GENE,ENVISION
MYO3B,0.969744
TGM7,0.906693
NUAK2,0.972423
AGXT2,0.867281
DYRK2,0.812159
NTRK3,0.807497
SLC4A8,0.836760
SLC7A9,0.874577
WHSC1L1,0.857092
NEK11,0.916404
SLC12A6,0.797975
TTN,0.976551
AURKC,1.010250
TUT1,0.942204
GMPR2,0.655412
DUSP2,0.743605
PUS1,0.945444
PHYKPL,0.920022
SH3RF1,0.977788
SLC13A2,0.782745
PIGK,0.987797
MCCC1,0.981233
CES3,0.980748
RNF25,0.834286
CYP4X1,0.978994
USP34,0.918017
SLC15A4,0.932563
CYP4F22,0.927734
CYP4A11,0.950936
DDR2,0.821200
PARP15,0.976709
RBBP6,0.978718
SLC22A6,0.812085
PDZD4,0.939433
