GENE,ENVISION
RNF14,0.987091
ZCCHC11,0.851394
POLG2,0.923542
PRPF4B,0.766044
CYP4F3,0.963138
ATP2B3,0.745842
DUSP27,0.840669
CERS4,0.809744
MVK,0.930483
PPP1R3A,0.921166
GRK7,0.827467
TKTL2,0.974895
ACSM5,1.001970
CAMK4,0.974681
NTRK2,0.836277
SLC5A11,0.992388
USP37,0.918127
ABCB6,0.825667
LRP2,0.569498
SLC38A1,0.839709
WNK1,0.989549
WNK4,0.918926
PASK,0.765684
SLC25A28,0.766044
CNDP1,0.675914
UBR4,0.868111
ADCY4,0.765870
LMTK3,0.860321
LMTK2,0.909109
ADCY2,0.867497
CHST6,0.963374
SLC2A7,0.859985
RNF182,0.900883
SPEG,0.762629
MYO3A,0.900244
ACVR1C,1.031090
TRIM33,0.991222
LPPR4,1.016580
NOX5,0.855815
PTPN14,0.825077
SLC9A4,0.823987
LRRK1,0.758177
UBE3C,0.765203
UBE3A,0.925721
PLCH1,0.865004
TTN,0.418476
DIO2,0.782778
PTPRN2,0.979224
PARP8,0.595189
DPYSL3,0.982710
PIKFYVE,0.724025
ACSF3,0.961698
HERC1,0.753080
PDP2,0.811110
UBA3,0.830494
MIA3,0.948802
GALNT3,0.839207
STK32B,0.766044
HIBCH,0.989647
ATP6V0A4,0.815875
SLC22A6,0.970981
SARDH,0.869539
HECW1,0.625470
HECW2,0.853689
POLA2,0.813120
EPHA7,0.891577
PLCE1,0.749457
ADCY10,0.768106
RPS6KB2,0.913682
EHMT1,0.877994
MARS2,0.746247
PDE3B,0.710695
MGAT5B,0.839052
SLC6A13,0.827120
pk,0.855568
ABCC11,0.971218
GGH,0.565509
ASH1L,0.851304
ACSS2,0.829731
ATP8A1,0.855073
PLCL1,0.617927
SLC27A6,0.961279
UHRF2,0.952476
RIOK2,0.830564
SLC17A8,0.944460
GALNT13,0.527173
SLC22A18,0.825330
TPTE2,0.957625
SLC17A6,0.882868
NPC1L1,0.814173
COLGALT2,0.755898
AOX1,0.971749
PTK2,0.768778
BIRC6,0.918786
PRKAA1,1.006900
MLK4,0.907372
MOXD1,0.813888
AWAT2,1.008390
ALK,0.819531
ELOVL4,0.866101
DPYS,0.970905
COPG2,0.905615
GBE1,0.939485
AURKB,0.826579
DGKB,0.904015
AARS2,0.918533
ACY3,0.843482
KMT2C,0.745842
CYP4V2,1.003660
PKN2,0.985724
PADI3,0.929683
MGAT5,0.869306
PRKCQ,1.007340
HEPH,0.829809
ST6GALNAC5,0.839207
DUSP12,0.957740
BAAT,0.943120
PON3,0.762189
PDK3,0.822981
COQ5,0.809914
PTPRN,0.767155
PTPRH,0.853891
