GENE,ENVISION
MARCH10,0.921627
UGT8,0.941615
DUOX2,0.949697
LPPR5,1.019170
ACSBG2,0.997165
PLIN4,0.945304
FABP9,0.974720
SLC9A4,0.846963
NEK7,0.920809
GCNT1,0.968907
STK31,0.855075
TKTL2,0.916284
NDST4,0.822055
PLCH1,0.752861
SLC12A1,0.964355
TTN,0.312956
NANP,0.781002
DUSP27,0.918240
DGKD,0.887875
GPCPD1,0.972764
PTPRN2,0.874903
KMT2B,0.767088
PLCB2,0.913680
HUWE1,0.873047
SETMAR,0.867693
PKN1,0.834308
MANSC1,0.848481
FRMPD2,0.951823
PLA2G4C,0.753821
TAOK3,0.915176
LRP2,0.908155
NME7,0.853689
INPP5F,0.993501
SLC17A4,0.866121
PMVK,0.818906
RNF182,0.825384
PTPN13,0.743605
ATHL1,0.997364
PAK7,0.874839
CCBL1,0.628730
CREBBP,0.777772
