GENE,ENVISION
SLC6A3,0.844220
PCK2,0.880584
SPHK1,0.861027
HS3ST2,0.879872
PTK7,1.032870
TGM7,0.808835
FAAH2,0.901521
ATR,0.756417
DYRK4,0.797250
GTF3C4,0.854960
DUSP27,0.840803
ADI1,0.839207
NCOA1,0.752042
UROC1,0.863563
PDE1C,0.796189
NDST4,0.975396
PDE7A,0.830613
TTN,0.506595
ABCC11,0.594922
DGKD,0.764751
ATP5G2,0.726884
KMT2C,0.814891
PLCB3,0.717422
PLXNB3,0.838181
MYLK2,1.002350
SLCO2A1,0.797250
HERC1,0.870304
FPGS,0.998994
STARD3,0.745842
TNNI3K,0.989769
TAOK3,0.770595
DDR1,0.937113
ACSL6,0.944076
AK5,0.867471
ATP6V0A4,0.797152
POLR3B,0.719643
PAK6,0.797250
