GENE,ENVISION
USP17L2,0.899240
UGCG,0.857441
TUSC3,0.816004
GNPTAB,0.782927
BIRC6,0.919770
CPT1C,1.022310
SLCO1B1,0.822793
SLC29A3,0.990724
SLC23A1,0.817288
SMG1,0.719785
SLC9A2,0.854838
UBE3B,0.851789
ACSM3,0.919805
MASTL,0.877890
DUOX1,0.865490
TTN,0.541386
TECRL,0.982520
TRPM6,0.954673
PLCB1,0.860577
PLCB2,0.841723
TRAF7,0.988287
ACSM2B,1.008900
NDUFA9,0.979658
PDP1,0.872369
GALNT12,0.861791
UHRF1,0.964677
INPP5D,0.837379
PTPRR,0.766044
SLC22A16,0.864883
SLC17A6,1.028190
MLK4,0.965488
ATP6V0A4,0.941233
PAK7,0.754275
