GENE,ENVISION
SGK223,1.007900
UGT3A1,0.880051
CHSY3,0.941435
SLC36A2,0.807606
ACSBG1,0.947820
SLC5A7,0.982787
USP20,0.855398
NDUFA12,0.908531
CERCAM,0.910845
RNF130,0.775388
LPCAT4,0.987019
SLC12A6,1.017230
SLC12A1,0.950525
TTN,0.653243
ETNK1,0.933854
GGTLC1,0.920934
PLCB3,0.961490
PLCB4,0.908301
EXT2,1.006500
BARD1,1.020670
MGAT2,0.895409
MGAT3,0.742435
MERTK,0.868529
SPEG,0.934937
PRKDC,0.763674
ADCY1,0.841141
LRP2,0.758012
STK32B,0.803785
GALNT14,0.838219
LMTK2,0.861789
ADCY2,0.884412
GLYAT,0.927382
HECW1,0.834103
PPP3CA,0.838355
