GENE,ENVISION
FKBP5,0.835928
MARCH1,0.976835
USP43,0.924740
ADCY10,0.793489
LIPE,0.752031
DAK,0.958884
SHPRH,0.778646
GAD1,0.624805
USP20,0.975847
SLC10A2,1.001160
IARS2,0.948355
CYP4F3,0.888515
SMG1,0.786678
FKBP8,0.869588
MAP3K4,0.889089
PFKP,0.860354
POLD3,0.930425
TTN,0.778646
TUT1,0.718768
ACOT11,0.916212
MAPK7,0.839207
ST3GAL1,0.603098
DPYSL2,0.685600
PANK3,0.806397
STRA6,0.920498
OGDH,0.787232
DYRK1A,0.868111
ALDH6A1,0.871083
GUK1,0.984776
ATP6V0D2,0.974910
EPHA10,0.873895
UBR4,0.932439
RPS6KA2,0.904086
LGMN,0.966971
PIP5K1A,0.766123
MST1R,0.998289
ABCA4,0.786086
EBP,0.968670
ABCC2,0.842356
PXDN,0.857244
