GENE,ENVISION
TSSK1B,0.786112
B4GALNT3,0.786086
POLG2,0.983086
PTPN21,0.855323
SLC4A5,0.773081
PINK1,0.880962
GPAM,0.820283
USP48,0.786678
UBE3A,0.862624
SLC9A8,0.941287
SLC12A4,0.902950
SLC5A11,0.797782
LPCAT3,0.785424
MTMR7,0.855516
TNKS2,0.842271
TTN,0.778646
PTPRN2,0.986762
HUWE1,0.958426
PEAK1,0.978119
ACSS3,0.830637
XYLT1,0.946005
MGAT2,0.892759
TGS1,0.974109
FPGS,0.916948
MGAT5,0.984805
PAPD4,0.848708
CHST5,0.970318
USP35,0.912865
MLK4,0.831504
STK31,1.020830
PDK3,0.969940
ATP1A4,0.995606
ABCC8,0.788912
RNF123,0.979344
