GENE,ENVISION
EP300,0.756210
MAP4K2,0.854525
B4GALNT3,0.860263
BIRC6,0.795575
PTPMT1,0.950313
MIB1,0.870220
CDK17,0.822981
SLC4A5,0.904951
FKBP5,0.801787
GPLD1,0.832770
CBLL1,0.891742
SLC29A1,0.922108
SETD2,0.751668
LPIN2,0.942414
BMP2K,0.844272
NTRK2,0.959136
DPYS,0.870571
ABCB6,0.684217
TTN,0.916552
ULK4,0.991961
SH3RF1,0.695986
PDIA5,0.955631
USP38,0.974217
GALE,0.545716
SLC9A7,0.907285
SSH3,0.977567
SLC27A6,0.956592
LMTK3,0.834350
DZIP3,0.856204
AK7,0.995570
CSAD,0.692190
ANGPTL4,0.950396
KAT6A,0.906843
