GENE,ENVISION
KARS,0.890379
HS3ST2,0.762629
PRKAG2,0.863696
PRKDC,0.930998
SLC29A4,0.887352
ATR,0.969106
PPWD1,0.887162
PINK1,0.816820
USP42,0.810380
ERBB4,0.897935
SDR16C5,0.884443
MAP3K1,0.719785
RPS6KB2,0.567887
GUCY1A3,0.827444
SLC12A6,0.884660
TTN,0.914683
LPCAT1,0.859854
RNF139,0.950794
GRK1,0.967632
DAPK2,0.902276
TXNRD1,1.011650
PLCB4,0.743732
TICRR,0.957993
KMT2E,0.826553
PARP2,0.851611
HERC1,0.783054
AAK1,0.891881
WNK4,0.986100
PIGV,0.777057
CHFR,0.873385
UHRF1,0.935016
TNK1,0.780185
PFKFB3,0.917996
PDZD4,0.858383
PTPRK,0.923718
