GENE,ENVISION
SLC6A3,0.956543
ZCCHC11,0.658545
SLC6A7,0.800441
PARS2,0.995548
GNPTAB,0.910191
PRPF4B,0.797120
SETD1B,0.924415
POLR3B,0.807957
B3GAT2,0.877245
USP25,0.885716
B3GNT5,0.844712
HIF1AN,0.897347
DHRS2,1.020680
NTRK3,0.830757
SLC34A1,0.864092
PIK3R4,0.870802
SLC12A1,0.885427
ZC3HAV1,0.812340
CDC42BPA,0.975996
ACPT,0.933257
EXTL1,0.725270
ETFDH,0.626331
PASK,0.999499
SSH2,0.746350
UBR1,0.790281
CYP4X1,0.951977
USP36,0.998647
ABHD5,1.014131
UBE4A,0.725976
DZIP3,0.985755
MBOAT1,0.948809
BMPR2,1.018390
ACE2,0.955545
PXDN,0.846115
MYO3A,0.797677
MYO3B,0.921268
ACVR1C,0.660599
SLC1A5,0.840720
NOX1,0.874028
USP26,0.773127
MAPKAPK5,0.925199
NEK5,0.739605
XPO6,0.761815
UBE3C,0.867280
STK24,0.921659
RRM2B,0.932640
TTN,0.504171
CDC42BPB,1.007630
SLC3A1,1.016060
TRPM7,0.869233
PLCB2,0.994054
PLCB4,0.921808
PARP4,0.820726
ACSF3,0.787912
HERC1,0.979759
SLC26A7,1.000670
GALNT7,0.872823
MCCC1,0.979301
CSGALNACT1,0.984759
LARS,0.858410
MTHFD1L,0.929776
MELK,0.977464
GPX7,0.981303
POMT2,0.835459
AMPD2,0.871083
ATM,0.932521
UGT2A1,0.799332
PRKDC,0.736528
TNIK,0.899202
PLCE1,0.990568
PPA1,0.974940
NCOA2,0.975077
NCOA3,0.753821
HACE1,0.854455
CTPS2,0.853370
pk,0.989098
ASH1L,0.564478
ACSS2,1.083100
EP300,0.850902
RNF20,0.857154
LRP2,1.041010
PIPOX,0.983697
SLC22A16,0.798640
LPCAT3,0.772755
ACOX1,0.579921
MDH1B,0.900663
FARSA,0.788020
AGPAT4,0.936718
AGPAT9,0.825278
PTK2,0.943645
B4GALNT3,0.879341
BIRC6,0.918297
LDHAL6A,0.591725
ATP11A,0.990776
GNE,0.829583
PNLIPRP3,0.978603
KYNU,0.782792
GCNT1,0.803445
LPIN1,0.807243
CDKN3,0.850863
WARS2,0.776535
RPE,0.708687
GBE1,1.035300
DGKD,0.751315
DNMT3B,0.659387
KMT2A,0.931445
KMT2E,0.961057
PKN1,0.956039
PDIA6,0.869306
SUCLG2,0.814173
PIGT,0.900735
MGAT5,0.846548
SLK,0.996212
HEPH,0.823509
ST6GALNAC1,0.765669
UPP1,0.854117
CDK12,0.768623
PDK2,1.039893
ATP6V1C2,0.828324
PSKH2,0.844692
GSTK1,0.820123
