GENE,ENVISION
NEDD4L,0.855073
RFWD2,0.839152
B4GALNT1,0.866713
STYK1,0.822515
MKNK1,0.983886
PRKDC,0.994342
TNIK,0.850922
SPRYD3,0.855055
PAN2,0.786678
MAP3K9,0.895638
AHCYL2,0.847504
HKDC1,0.820964
CAMK4,0.850330
TIAM2,0.994187
PLCH1,0.972130
PNPLA7,0.993164
TTN,0.858535
SLC6A13,0.925827
MTMR3,0.908302
HAS1,0.867594
PIP4K2B,0.961632
KMT2B,0.793991
ACVR2B,0.739239
DNMT3A,0.778333
TICRR,0.830860
SIRT5,0.935895
NARS2,0.762477
ACSF2,0.730634
PADI1,0.860360
GANC,0.777880
MAST2,0.762927
SSH2,0.746629
PIGX,0.737535
SLC27A4,0.944890
USP34,0.857299
ROR2,0.895668
SLC27A3,0.949477
UPP1,0.971133
SLC2A7,0.886082
METTL1,0.843373
DDR2,0.955092
ABCA4,0.969152
RNF144B,1.009220
MGAT4B,0.782312
RNF123,0.779724
