GENE,ENVISION
SLC6A3,0.964654
MYO3A,0.975083
PPP2R3B,0.841630
GNPTAB,0.877960
PGLYRP3,0.919401
MED1,0.918764
PCK2,0.914161
AACS,0.906840
PDE11A,0.810780
SAP130,0.845312
NEK6,0.814706
OGDH,0.929792
NCOA6,0.915509
UROC1,0.920935
PDE1C,0.969540
MASTL,0.796291
TRIM33,0.857788
DGKH,0.819104
GPHN,0.718498
ST3GAL6,0.902949
PNKP,0.877484
RNF41,0.929006
RPUSD4,0.899389
PIGQ,0.737046
HELZ2,0.919473
ATP2B3,0.784008
SBK1,0.990785
RNF20,0.830482
USP37,0.921711
PADI1,0.929635
GALNT15,0.878342
MAST1,0.814184
ALDH1L2,0.810885
PFKFB3,0.839020
MGAT4C,0.830214
