GENE,ENVISION
PGM2L1,0.775559
COLGALT1,0.856204
PLK3,0.850736
RAD18,0.860367
LDHAL6A,0.722348
SLC4A5,0.954606
MOCS1,0.791176
POLR3E,0.983850
PLCE1,0.912714
SLC25A13,0.987507
PANK1,0.919436
LPIN2,0.938525
ASAH2,0.984056
RGL1,0.788417
PLA2G12B,0.862481
ACSS3,0.952020
TTN,0.852982
SLC26A11,0.925771
ZCCHC6,0.824017
PIKFYVE,0.861145
MTR,0.705809
WNK3,0.904347
SLCO2A1,1.007880
USP15,0.829617
UBR2,0.938793
ACPT,0.900375
DZIP3,0.816159
CERK,0.972427
CDK12,0.868901
SLC22A6,0.888453
WWOX,0.768586
COQ5,0.829612
PAK1,0.704721
