GENE,ENVISION
COLGALT2,0.985165
SLC6A3,0.848475
PNPT1,0.961649
POLE,0.871160
ATR,0.950573
RARS2,0.777995
USP29,0.829249
TST,0.859936
SLC9A4,0.811110
NCOA1,0.909721
XPO6,0.861416
NEK9,0.768586
TIAM2,0.804331
SRMS,0.963410
TTN,0.775924
PKN2,0.861535
ASH1L,0.577742
WNK1,0.968988
PARP4,0.825562
ATP8A1,0.862669
MAN2A1,0.893391
MAST1,0.856204
PTPN21,0.917243
UBE2R2,0.947473
ALG10,0.820534
USP33,0.977464
CSGALNACT2,0.842075
NAGK,0.914354
UBE4A,0.808974
UBE2O,0.924333
GALNT11,0.765732
KCNJ8,0.947172
FUT2,0.938494
RNF126,0.974596
ABCC2,0.991359
