GENE,ENVISION
AOX1,0.948773
CHSY3,0.902828
SLC4A5,0.852802
HIPK2,0.903785
UGT1A8,0.873552
POLI,0.979569
SLC25A10,0.842738
SLC9A4,0.959394
NEK5,0.949294
B3GNT2,0.793811
PDE1B,0.861416
PDZD4,0.983665
TTN,0.571047
SLC35C1,0.955069
KMT2A,0.940185
PLCB3,0.688123
ERBB4,0.701453
ACSS3,1.019140
STRA6,0.840606
MAST1,0.824633
MAP3K9,0.754156
DUSP15,0.905346
ACOT4,0.863121
EP300,0.803490
ZC3HAV1,0.999313
GPHN,0.769009
TNK2,1.010850
UPP1,0.980505
ADCY1,0.965678
INPP5J,0.921943
BAAT,0.843712
FARSB,0.813133
PIGS,0.999512
MAP3K14,0.766140
HECW1,0.706683
SIN3A,0.921544
