GENE,ENVISION
SLC7A3,0.974936
DHCR24,1.008560
STYK1,0.902117
DSTYK,0.798241
CHSY3,0.779316
G6PC2,0.736065
PGLYRP2,0.980618
LPPR4,1.009470
PLCE1,0.905800
USP29,0.834542
FAAH2,0.985612
MAPK7,0.963966
MARCH8,0.751253
B3GNT7,0.939547
PLA2G4C,0.851785
AMDHD1,0.817740
A4GNT,1.009560
CYP4F11,1.015550
EPHA7,0.648161
GUCY1A3,0.670918
SLC6A18,0.931814
TTN,0.592462
DGKB,0.860894
NNT,0.814173
TXNRD1,0.816453
FMO1,0.915517
ART4,0.932679
PLCL1,0.781783
HERC1,0.839657
GALNT8,0.804893
ACOT6,0.913824
PRKDC,0.730047
SRPK2,0.652080
TBL1XR1,0.948860
SLCO1C1,0.796132
KL,0.975511
MGAT4C,0.941286
USP44,1.013090
HAO1,0.813133
CREBBP,0.580943
