GENE,ENVISION
SLC38A4,0.834365
NUAK2,0.907107
NOX3,0.915499
SLC22A10,0.975034
ME3,0.752854
FAAH2,0.773199
NEK11,0.971393
SLC9A4,0.852092
GCNT1,0.794844
GUCY1A3,0.883612
WHSC1L1,0.908023
TIAM2,0.845661
PNPLA7,0.915499
TTN,0.706589
RNF152,0.930566
SLCO1C1,0.939345
SIN3A,0.867170
ICK,1.093120
DGKZ,0.981619
SH3RF2,0.966093
PIKFYVE,1.001530
CYP2A13,0.729389
PLCL2,0.958403
SLC24A3,0.914679
TRPM7,1.008770
PRKCQ,0.980752
USP33,0.791852
TAOK1,0.813649
RNF19A,0.817828
LRP1,0.860577
CYP4A11,1.010140
GALK2,0.969484
ABCG8,0.992465
MLK4,0.710504
SLC35B4,0.808915
MGAT4C,0.844635
GLB1L,0.770379
ABCC11,1.004240
UGT2B28,0.981613
PTPRK,0.981621
COQ3,0.954956
