GENE,ENVISION
PTK2,0.737228
B4GALNT1,0.834921
CYB5R1,0.863687
BIRC6,0.726746
SLC2A13,0.860622
MED1,0.853689
POLL,0.705290
LBR,1.013850
LRRK1,0.832954
NTRK3,0.962659
SLC12A4,0.771417
SARDH,0.859681
SPTLC3,1.024350
AURKB,0.938991
PLCZ1,1.013530
SLC26A11,0.884433
UGGT2,0.900519
PXYLP1,0.988322
CPT1C,0.909252
AADAT,0.954766
EXTL1,1.012850
XYLT1,1.045260
SLC25A22,1.006640
PIGQ,0.769387
B3GNT7,0.962741
SSH2,0.997180
QTRT1,0.923579
SLC27A4,0.854473
ATP2B3,0.650527
CYP4X1,0.846536
CHST5,0.957526
USP35,0.842365
SLC41A1,0.979383
PTPRU,0.876519
LRP1,0.919309
PHKB,0.924512
DDR2,0.932058
PARP15,1.009900
DOT1L,0.971291
PARP10,0.764921
PTPN14,0.853689
TSTA3,0.780930
PRKCZ,0.815389
FGGY,0.769810
CREBBP,0.775620
