GENE,ENVISION
PGM2L1,0.752257
CAMK1D,0.553637
USP3,0.786678
ACVR2B,1.010210
MARCH5,0.757542
SLC25A37,0.871991
NOX4,0.994084
USP25,0.911049
GAL3ST4,0.927432
RNF31,0.962217
SLC52A1,0.938493
GRHL1,0.973875
DHRS9,0.990891
USP44,1.024550
CYP4F11,0.952167
MIB1,0.877821
NTRK2,0.854490
GRK1,0.913939
TTN,0.598049
KMT2B,0.915245
ASH1L,0.833722
TICRR,0.925292
GLTP,0.936626
DUPD1,0.875842
PLCL1,0.986073
HERC1,0.929470
MAN1C1,0.684770
MTPAP,0.993387
TESK2,0.903257
CNDP1,0.862515
PAPOLB,1.008040
RNF19A,0.927998
INPP5F,0.809661
RHCG,0.953221
DDR1,1.013900
MYLK,0.665097
SLC22A11,0.982474
CREBBP,0.916700
