GENE,ENVISION
PGAP1,0.910331
HECTD2,0.871160
TGM3,0.794912
AGK,1.010380
CYP24A1,0.609392
GNPTAB,1.004250
PPP2R3A,0.970327
PRPF4B,0.911695
CHSY3,0.857157
USP9X,0.420780
FKBP5,0.873441
HIPK1,0.829890
POLR3B,0.853613
DMGDH,0.991897
USP26,0.865022
TOPORS,0.950421
CERS6,0.906214
PIK3C3,0.746665
LGSN,1.042450
SLC28A3,0.789680
ACSM3,1.034200
MAP3K1,0.818779
DGKH,0.726924
MAP3K4,0.819219
NT5DC3,0.766044
SLC32A1,0.960717
SIAE,0.965110
STK24,0.861416
SPTLC3,0.868024
ZSWIM2,0.980502
TUT1,0.772227
LPCAT2,0.984638
SETDB1,0.904774
TTN,0.070043
PLK2,0.858410
ERBB4,0.701453
BARD1,0.879769
WNK2,0.856713
SLC25A2,0.849706
ATP1B4,0.892744
ACSM2A,1.019750
CAMK2B,0.701732
UPRT,0.813875
POLI,0.887161
LRP1,0.850314
SSH1,0.980983
SLC15A2,0.776879
UBR2,0.809464
UBR1,0.903775
SMG1,0.773169
USP34,0.785087
USP35,0.866341
ITK,0.954319
INPP5A,0.986827
ZNF645,0.897454
PLD1,0.954565
INPP5F,1.020830
PPIL1,0.854838
SLC2A6,0.921607
MYLK,0.981400
PTK2B,0.639500
MARCH7,0.832775
MTRR,0.823307
PLCE1,0.998283
SNRK,0.800023
ADCY1,1.078560
MYO3A,0.967082
UGCG,0.845790
KCNJ8,0.996285
ALG5,0.912796
UROC1,0.807231
POLR1E,0.756719
TRIB3,0.807784
SLC2A14,0.788392
PLCB4,0.730475
MAPKAPK5,1.007160
NEK11,0.977642
TICRR,0.833912
IPMK,1.055950
IARS2,0.840014
SMURF2,0.886468
RWDD2A,0.829282
USP48,0.841650
XPO7,0.718498
FITM2,0.768564
CHD9,0.716608
MBOAT1,1.005760
GK2,0.770511
SLC5A12,0.853968
STK26,0.848229
GUCY1A3,0.786622
PLCH1,0.858531
CDC42BPA,0.762620
PJA1,0.852255
TNS2,0.923612
TRPM6,0.804320
NLN,0.721932
GGTLC1,0.789373
