GENE,ENVISION
PGAP1,0.855516
HECTD3,0.906307
ATP6V1H,0.718498
ALG5,0.828633
POLR1B,0.939838
RARS2,0.868814
ME3,0.797878
SMG1,0.835920
USP44,0.820110
DHRS4,0.536846
ASPH,0.759900
BMP2K,0.857168
MSMO1,0.772061
TTN,0.813133
ZSWIM2,0.985464
GBE1,1.027830
DAGLA,0.915267
SLC38A5,0.846643
WNK4,0.827083
PLA2G2C,0.947546
NOL9,0.945625
MOGAT3,0.975122
FRMPD2,0.904859
LPIN2,0.784650
ATP2B3,0.824613
SUV420H1,0.766279
IP6K1,0.881390
PLA2G4D,0.970065
CYP4F22,0.977220
RPS6KA2,0.681248
GALNT13,0.990544
NUDT10,0.527482
MDH1B,0.957753
CYLD,0.980562
ATP6V0A1,0.954879
PTPRJ,0.976293
CREBBP,0.854264
