GENE,ENVISION
AMPD3,1.009040
CHSY3,0.975472
HIPK2,0.773169
SLC29A3,0.958593
PDXP,0.990504
USP18,0.744925
POLI,1.018930
POLH,0.758872
HACE1,0.758766
PDE1C,0.781414
USP41,0.896426
PDE3B,0.956810
HSD17B8,0.989263
ITPKC,0.979744
PIK3R4,0.986611
SPTLC3,0.743173
SLC6A13,0.937801
SLC26A11,0.980614
TXNRD1,0.832714
KMT2B,0.588957
PLCB2,0.811110
LRSAM1,0.993272
SUV39H2,0.755141
SLC26A1,0.916979
USP10,0.818281
PTPN21,0.778646
SSH3,0.927075
TMX3,0.733289
SLC26A8,0.901219
UBR1,0.803902
ADCY4,0.782414
RPS6KA2,0.748725
LMTK2,0.866665
ST8SIA1,0.989593
PPP3CA,0.746219
SLC22A9,1.091790
