GENE,ENVISION
UBR3,0.619774
EZH1,0.887263
SLC4A4,0.988208
UPB1,1.004840
DMPK,0.789383
GCDH,0.460496
CERS2,0.772039
CTPS2,0.766044
B3GNT2,0.828780
NEK1,0.983437
CERCAM,0.987505
GAL3ST1,0.905152
CDC42BPB,0.948914
SLC6A13,0.918362
MTMR2,0.834375
KMT2B,0.771658
CPT1C,0.936361
PIM2,0.994501
AQP3,0.807507
ENPP7,0.794729
PJA1,0.744925
HELZ2,0.905789
USP30,0.781118
CHFR,0.949337
USP35,0.849383
SLC15A4,0.948669
PLD1,0.879193
LRP1,0.629617
DPH5,0.785835
SLC2A9,0.844307
PARP10,0.880275
HAS1,0.775992
ATP6V0A4,0.876189
CTBP1,0.802155
PTPRJ,0.937371
ABCC2,0.816834
