GENE,ENVISION
MYO3B,0.753821
TGM7,0.755798
AGXT2,0.963994
SLCO1B3,1.003360
ACSBG1,0.965452
TPK1,0.804654
PDE11A,0.861416
GAD2,0.773188
B3GNT7,0.776730
GCNT1,0.830136
GRHL1,0.982601
FARSB,0.996212
CPA6,1.014060
USP42,0.870096
TIAM2,0.997557
SHPK,0.838344
TTN,0.581004
UBR4,0.802521
B3GALT6,0.849775
SLC38A1,0.957056
EXT1,0.947131
MAN2A1,0.968391
PPARA,0.519794
TRIP12,0.852901
ATP2B2,0.909243
SUV420H1,0.982515
DZIP3,0.823674
ABCG5,1.019780
SLC17A4,0.982283
AK5,0.861416
STK31,0.972058
FUT5,1.003270
ATP1A4,0.826778
MYO5B,0.771551
RNF217,0.876218
CREBBP,0.829943
