GENE,ENVISION
GALNTL5,0.838746
PTK2,0.883334
RFWD3,0.877219
DUOX1,0.930817
PNPT1,0.869232
PGS1,0.727227
RBBP6,0.885126
CYP4F8,0.960771
POLE,0.903304
TGM3,1.011830
PLCE1,0.874307
CHFR,0.922793
GAD1,0.937281
GAD2,0.829207
SLC9A4,0.991632
VRK3,0.885852
XPO7,0.761650
DPYD,0.630471
SLC36A2,0.937978
PDE3B,0.775974
PPP2R3B,0.957444
GUCY1A3,0.973265
MAPK6,1.022240
GBE1,0.997741
HAS1,0.770096
DGKD,0.940092
TTN,0.791476
FMO2,0.780225
EHMT1,0.958812
ASH1L,0.879425
PLCB4,0.921501
ULK4,0.856204
PEAK1,0.755898
HERC1,0.932280
YARS2,0.793827
MGAT3,0.898165
ILKAP,0.874234
SLC26A7,0.957801
SLC27A4,0.842167
SETD5,0.788054
TAOK1,0.822987
SLCO1C1,0.944718
INPP5D,0.752854
CDS1,0.963147
EIF2AK4,0.745842
SLC35D1,0.944228
SLC22A8,0.789619
PXDN,0.915658
