GENE,ENVISION
POLA2,0.903824
MAP4K3,0.849395
B4GALNT2,0.835730
TRIM33,0.832875
CHSY1,0.966851
MED1,0.836793
ATR,0.932190
PPA2,0.935608
USP28,0.858722
SHPRH,0.916400
POLH,0.571788
LOXL2,0.859030
DPYD,0.892162
SLC25A13,0.966389
MAP3K1,0.767475
MAP3K4,0.822766
UGT3A2,0.920766
SLC34A3,0.922618
IRAK3,0.962743
SIN3A,0.745842
PLCB1,0.957884
KMT2A,0.921316
ERBB4,0.881648
WNK2,0.755625
ENPP7,1.020590
PRKCD,0.976279
MAN2A1,0.834103
SLC12A4,0.923608
SLC27A4,0.832839
EP300,0.917019
RBBP6,0.961113
PDE1B,0.829296
MMAA,0.959836
UBE2U,0.833697
