GENE,ENVISION
STYK1,0.786853
SLC7A6,0.783351
RNF125,0.777772
RAD9A,0.795780
FAAH2,0.842431
DHCR7,1.015290
RBKS,0.909011
PLCE1,0.976581
MYO5B,0.947586
CYP4F3,1.002960
PDE1C,0.918825
NDST4,0.694965
CAMK4,0.911106
SYVN1,0.902092
CHST8,0.791852
TTN,0.557742
TRPM6,0.949697
GBE1,0.735648
PTPRN2,0.889916
ST3GAL6,0.785835
SLC38A3,0.995649
NARS2,0.921687
SLCO2A1,0.971227
MAST1,0.856204
PADI3,0.823674
SSH3,0.978263
FRMPD2,0.943583
GALNT5,0.770678
TNNI3K,0.768586
PAK7,0.842782
ITK,0.903797
NLK,0.852901
MLK4,0.896785
ATP6V0A4,1.006880
ABCA4,1.004340
DGUOK,0.857637
UGT2B28,0.997937
KAT6A,0.956198
GPCPD1,0.909915
