GENE,ENVISION
KCNJ8,0.972858
CLYBL,0.960076
MAP3K15,0.982283
ROCK1,0.942810
TNIK,0.862469
AKT3,0.785713
ATR,0.771048
ADCY10,0.852426
BCO1,0.963212
TOPORS,0.917773
GCNT4,0.923030
LGSN,0.989038
SLC9A2,0.795488
HKDC1,0.814516
MBOAT1,0.818744
PDE3A,0.904168
BMP2K,0.743605
SLC6A19,0.873655
PLCH1,0.743605
CDC42BPA,0.951678
PNPLA8,0.948247
SETDB2,0.903369
TTN,0.982078
FMO1,0.829259
SH3RF2,0.925235
TRHDE,0.972526
SLC25A22,0.968208
USP41,0.891255
MIA3,0.657948
KAT6B,0.921501
NCOA6,0.820205
EP300,0.761161
USP37,0.833393
LRP1,0.938635
GALNT10,0.589871
PLD3,0.967066
EIF2AK3,0.925688
SLC3A1,1.025130
MST1R,0.981725
POLR1B,0.893099
MAP3K10,0.863834
SARDH,0.797692
HECW1,0.906839
STK36,0.984085
MYBBP1A,0.859397
PPIL4,0.861416
ELP3,0.862469
RNF146,0.905848
