GENE,ENVISION
RFWD3,0.755898
TGM7,0.773158
EPHA7,0.880584
BIRC6,0.847926
ATM,0.994182
CHSY3,0.750770
ENTPD4,0.889707
MTMR14,1.000180
PPWD1,0.719785
PHKB,0.957751
NEK11,0.894353
SLC9A4,0.839366
IARS2,1.021710
CDK19,0.912083
GCNT1,0.782862
B3GNT3,1.008970
PDE1C,1.016230
WHSC1L1,0.800429
CYBRD1,0.972241
FHL2,0.781677
SLC6A19,0.867173
TTN,0.835950
NTAN1,0.862910
IRAK3,0.893960
ACY3,1.066930
NCOA2,0.899050
TARS2,0.994463
PTGR1,0.698661
RIOK1,0.939021
SSH2,0.742459
PLA2G2D,0.830260
STT3B,0.885468
SGK2,0.943251
TNK1,0.994044
GALNT15,0.941567
ADCY1,0.871108
RPS6KA6,0.955353
SLC2A6,0.991850
RBBP6,0.942965
MLK4,0.786164
SARDH,0.916067
HECW1,0.857244
OXCT2,0.863979
KAT6A,0.855096
PAK1,0.729120
PXDN,0.904630
HERC4,0.959550
