GENE,ENVISION
PEAK1,0.940922
MAP3K15,0.687955
PI4K2A,0.719785
GAL3ST2,0.948896
EHMT1,0.765908
NCOA3,0.920114
PPP1R1B,0.810821
DPYD,0.862759
CHD9,0.859031
USP47,0.747768
RDH5,0.827968
USP40,0.999944
COPG2,1.007120
CDC42BPA,0.805556
SLC35A3,0.834898
DOT1L,0.934863
TTN,0.993689
KMT2B,0.951409
CPT1C,0.859913
ST3GAL4,0.903137
ACSS2,0.763001
PKN2,0.719785
TNK1,0.910314
NDUFA9,0.962988
NUDT12,0.743173
PHEX,0.772426
GALNT2,0.621189
BSCL2,0.829176
HERC1,0.921257
RPS6KA2,0.729848
LRP1,0.817507
ADCY2,0.948347
NME3,0.770323
MYLK,1.004070
PDK4,0.974337
HECW2,0.958383
COQ6,1.015990
