GENE,ENVISION
PGAP1,0.860577
BIRC6,0.967310
CTDP1,1.010180
RNF25,0.970757
ATR,0.767820
ADCY10,0.931875
MYO5B,1.042090
SAP130,0.957740
SLC27A5,0.908782
NHLRC1,1.001640
SETD2,0.948093
ASAH2,0.925323
NEK8,0.978979
SLC12A4,1.049660
PDE7B,0.744324
TTN,0.690966
ETNK1,0.938469
DUSP6,0.660818
PPIL4,0.843770
DNMT3B,0.597947
PLCB1,0.929779
NDUFA5,0.796169
TICRR,0.847348
SLC13A5,0.881598
HERC1,0.907586
PTPN21,0.762927
GGT6,0.982257
MERTK,0.720434
FRMPD2,1.046110
RFK,0.964811
DUSP16,0.959124
TAOK2,0.870829
UBR4,0.931684
RPS6KC1,0.918629
GLYAT,0.962333
PPP3CA,0.687061
NEU2,0.789388
