GENE,ENVISION
UGT3A1,0.925894
BMP2K,0.814095
POLE,0.914029
DARS2,1.002330
PGS1,0.919178
AACS,0.975064
USP24,0.868111
USP21,0.966017
MAP3K9,0.860827
USP48,0.768956
OXSM,0.977614
TTN,0.551001
NT5C1A,1.009270
TUT1,0.756688
TAOK3,0.639074
MTMR3,0.973370
NUDT9,0.831954
TRHDE,0.860354
ENPP2,0.892786
PLCL2,0.859457
PLCL1,0.910569
SLC25A22,0.927225
SLC26A1,0.785422
CDK20,0.860577
USP18,0.978645
USP33,0.905559
SRPK1,0.871160
PDE10A,0.816982
RNF19A,0.709366
BRSK2,0.935715
ADCY2,0.662931
USP13,0.969544
RIPK3,0.800968
EZH2,0.875892
NSD1,0.812559
STK39,0.761650
CLK4,0.703755
PRKD1,0.897766
PXDN,0.795488
FUT8,0.789543
