GENE,ENVISION
SARS2,0.793062
PTK2,0.886734
RFWD3,0.832928
STYK1,0.947659
IPMK,0.967553
HECTD1,0.845843
POLR3B,0.766904
PDE11A,0.861535
PANK1,0.932167
EHMT2,0.767475
SMG1,0.871160
B3GNT3,0.859330
UBE3B,0.822981
UBE3C,0.767475
MGAT5B,0.855025
TTN,0.919823
NLK,0.844934
TRPM7,0.777772
REG3A,0.962384
ATM,0.976432
PARP6,0.852901
WNK1,0.830822
COX4I2,0.884901
PTPN21,0.863197
SMARCD3,0.828819
HAO1,0.917729
USP37,0.869862
SLC41A2,0.886811
ALK,0.975585
UCKL1,0.880643
PTPN13,0.789083
PARP14,0.994280
METTL3,0.778740
MSRA,0.750501
PCYOX1,1.014740
HUWE1,0.868111
SSH2,0.963918
NLN,0.791852
