GENE,ENVISION
SLC6A3,1.017630
MYO3A,0.646905
PTK7,1.091980
B4GALNT3,0.745842
BIRC6,0.771881
PRPF4B,0.863306
PRKDC,0.760521
HIPK3,1.016380
PLIN4,0.881024
PHKB,1.001210
SLC30A1,0.996814
LRRK1,0.791852
CHD9,0.778114
GRK7,0.757201
AFMID,0.820469
ABCA4,0.806307
QPCT,0.898762
NTRK3,0.862484
FASTK,0.973093
PDPR,0.772274
TTN,0.822729
IRAK3,0.918685
AASDH,0.935719
ZCCHC6,0.937116
PLA2G3,0.987833
PUS1,0.894180
GBGT1,0.954440
PLCB4,0.814025
ENPP2,0.650272
HELZ2,0.767380
NANP,0.860495
USP7,0.955702
TNNI3K,0.856788
ROR1,0.976349
HACD4,0.982590
PAK7,0.673960
PLD1,0.979361
PTPN13,0.860290
MLK4,0.979956
AGPAT5,0.937722
STK35,0.882881
HECW2,0.918203
PPIG,0.887149
RNF216,0.858575
