GENE,ENVISION
PCK2,0.782862
TRIM32,0.838416
SLC2A14,0.992071
MAPK15,0.726904
POLE,0.752854
FKBP7,0.793755
SMPD3,0.873342
CDK19,0.962901
LRRK1,0.786853
XPO7,0.718498
HIF1AN,0.788219
USP40,0.766449
CYP26B1,0.978348
NNT,0.921522
KMT2A,0.912636
MTR,0.848611
UAP1,0.964480
PTPRU,0.909129
EHMT2,0.869215
PIGV,0.718768
PTPRR,0.770409
CYP4F22,0.966788
GALNT14,0.808716
PTPRS,0.932862
TBK1,1.011180
PTPN13,0.779251
PIP5K1A,0.866101
DDR1,0.734691
PTPRJ,0.983097
DYRK2,0.770409
PDK4,0.997605
KAT6A,0.859582
RNF123,0.988829
PARP14,0.976147
