GENE,ENVISION
SLC6A3,1.007940
HUWE1,0.945145
CYP4F8,0.977788
MARCH7,0.981794
USP26,0.992591
SLC12A6,0.833457
SLC12A1,0.854677
ZSWIM2,0.966549
SLC51A,0.991908
PIP4K2B,0.878304
FMO1,0.981319
WNK3,0.767808
WNK1,0.719329
ACSM2A,0.775636
HELZ2,0.870014
USP31,0.786853
UBR4,0.857299
PXYLP1,0.863795
INPP5F,0.926529
MYLK,1.020180
RNF182,0.876449
CYLD,0.874179
PAK7,0.798475
HSPG2,0.866513
KAT2B,0.824520
MGST2,0.973638
SHPRH,0.856592
PARP9,0.998052
IARS2,0.796038
UBE3A,0.921994
GUCY1A3,0.986613
TTN,0.234807
CDC42BPB,0.874391
TNS2,0.835084
PTPRN2,0.796554
PLCB4,0.794766
TICRR,1.005860
ACSF3,0.968277
PPARA,0.813262
SLC26A8,0.813389
TNK2,0.933283
ABCG8,0.919415
STK31,0.839283
NAPRT,0.961087
PDZD4,0.975007
NSD1,0.760169
WDYHV1,0.813133
SLC22A8,0.742459
PLCZ1,0.997789
MAPK15,0.762927
ATR,0.935785
CYP2S1,0.944199
PDE11A,0.858410
POLL,0.659331
SLC10A2,0.931189
SDR16C5,0.908299
MARK1,0.854838
DAGLA,0.804638
SH3RF2,0.858260
SLC13A2,0.764558
PTPRU,0.752854
MAST1,0.856204
PLA2G2E,0.746280
FRMPD2,0.937730
ALG13,0.791220
LRP2,0.943821
GALNT15,1.006310
ITK,0.954205
CDS1,0.963716
SLC22A12,1.011320
PRKD2,0.781526
CAMK1G,0.966251
SLCO1B3,0.994848
ATP11C,0.832633
SLC5A5,0.974368
SLC5A6,0.947288
ACAD10,0.811388
DGKZ,1.038330
ACER1,0.948417
GCNT1,0.852548
DPYD,0.763972
ABCB6,0.808010
PEAK1,0.974240
MGAT3,0.879381
TMX3,0.989056
SLK,0.875601
SLC6A20,0.908070
CYP4A11,1.012660
ROCK1,0.807284
PTPRN,0.814173
MAP3K15,0.527528
A4GALT,0.972778
ABCC2,0.926018
