GENE,ENVISION
UGT3A2,0.826189
MASTL,0.714796
DYRK4,0.768769
USP29,0.933041
SLC5A9,0.824608
PDE11A,0.860577
USP51,0.853906
GAD2,0.551052
NCOA6,0.981812
TKTL2,0.976142
CYP4F11,0.960839
NDST4,0.759174
TTN,0.826575
HMGCLL1,0.861200
UGGT2,0.929493
PHKG1,0.984192
KMT2A,0.911163
SLC24A4,0.755919
SLC13A5,0.914312
USP13,0.995267
EPHA10,0.897441
GALNT4,1.014730
USP21,0.996753
LRP2,0.817208
ALK,0.925629
PTPN13,0.818432
SLCO4A1,0.925380
INPP5J,0.766853
ETNPPL,0.853038
SLC22A4,0.849302
MDH1B,0.740342
PTPRO,1.000480
ADCY1,1.020780
