GENE,ENVISION
PGAP1,0.866031
STYK1,0.809231
BIRC6,0.862057
RAD18,0.960818
KMT2A,0.929666
MBOAT1,0.908473
MED1,0.822890
GAL3ST2,0.777582
MINK1,0.896528
B3GNT2,0.804256
CDK13,0.614607
MASTL,0.948429
CAMKK1,1.005950
PDE3B,0.846665
GUCY1A3,0.954569
TTN,0.798285
SLC6A13,0.857767
MTMR3,0.964479
PTPRN2,0.796204
ASH1L,0.865407
DUOX2,0.959882
SH3RF1,0.970631
SSH3,0.911199
UGT2B28,0.912863
GALNT5,0.975830
RNF19B,0.848486
PLA2G4F,0.983982
BRSK2,0.956677
DZIP3,0.854525
DDR2,0.756286
PFKFB3,0.876519
ROCK1,0.749517
CHST4,0.976639
HS6ST2,0.975054
SPEG,0.906683
KAT6A,0.840116
