GENE,ENVISION
PGM2L1,0.776559
FKBP14,0.913558
PTK2,0.950598
TRIM33,0.860942
SLC7A7,0.898335
STK11,0.792000
GBGT1,0.906880
SLC29A2,0.953946
PLCB4,0.880418
GAL3ST2,0.769176
PPM1K,0.809671
USP42,0.778494
KMT2A,0.900857
TTN,0.478082
GGH,1.011820
PIP4K2C,0.842732
ASH1L,0.863073
COL4A3BP,0.873012
KMT2E,0.976683
MTR,0.763828
SLC24A2,0.865654
WNK1,0.797692
SLC13A4,0.769337
MAN2A1,1.045050
PHLPP2,0.907427
CSGALNACT2,0.984026
GALNT13,0.745497
CYP8B1,0.961904
AK5,0.820237
MAP3K12,0.885692
SLC35B4,0.898003
GFPT1,0.842271
CHPF,0.905309
